Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1875.4860427560238,OUT049
FDW14,1591.7612740786335,OUT017
NCN55,1822.6726586170046,OUT010
FDQ58,2546.3629591573954,OUT017
FDY38,5087.605400109229,OUT027
FDH56,1942.6371302122498,OUT046
FDL48,680.8000272442404,OUT018
FDC48,2806.0427441358884,OUT027
FDN33,1541.247755806771,OUT045
FDA36,3051.6757355410955,OUT017
FDT44,2004.9816551032457,OUT017
FDQ56,1358.1533406290973,OUT045
NCC54,1819.7081624356454,OUT019
FDU11,2076.7501933506514,OUT049
DRL59,963.7365800429795,OUT013
FDM24,2541.571606499629,OUT049
FDI57,3047.575103091968,OUT045
DRC12,2726.5903317931243,OUT018
NCM42,3196.3220820943384,OUT027
FDA46,1129.0865932092922,OUT010
FDA31,2782.8531016284596,OUT013
NCJ31,3802.6708588839992,OUT035
FDG52,863.696732362938,OUT046
NCL19,383.6749739722935,OUT019
FDS10,2986.4040703131786,OUT035
FDX22,1453.2700642602733,OUT010
NCF19,998.5313152811385,OUT035
NCE06,2519.82960886612,OUT046
DRC27,3768.6660667896867,OUT046
FDE21,2044.9750562281502,OUT035
NCR42,-1251.1341145471451,OUT019
FDX51,2840.707683652794,OUT018
NCR06,510.7134768810482,OUT018
FDU31,4872.661618212022,OUT027
FDU59,2684.937811854625,OUT017
FDR03,4667.855182836755,OUT027
FDS49,2769.5521447021097,OUT027
FDD48,-11.742853337761531,OUT010
NCF18,3083.509221364911,OUT017
NCD43,3104.4140854002503,OUT027
NCD54,2007.8274969877737,OUT018
FDY19,23.56811324654585,OUT010
NCY54,2783.241558967811,OUT017
NCL19,2023.521417526346,OUT018
FDP23,1509.3653428274195,OUT010
FDC26,1848.579492075243,OUT013
FDR14,-931.0749455928533,OUT010
NCS41,2986.619667600746,OUT035
FDF41,3971.3364664503206,OUT035
FDU34,2004.5683173135994,OUT046
DRH11,984.169528964189,OUT046
FDM03,1734.3034064058786,OUT013
FDS31,2964.8933269092518,OUT017
FDJ20,2116.752967896566,OUT017
FDV44,4427.78480896208,OUT027
FDG02,3080.328271401881,OUT049
FDA09,2877.990100455804,OUT013
FDT04,743.8136889644135,OUT013
FDL58,2224.4305199227924,OUT019
FDE52,1472.2979119940546,OUT045
FDW12,2500.3276177548,OUT035
FDL51,3499.1716317514506,OUT017
NCY42,3669.354199459301,OUT027
FDR07,1704.3865411049344,OUT017
FDN40,2341.925789890121,OUT045
FDB35,2975.9387231789165,OUT027
FDA22,2708.401927647028,OUT017
NCL06,4020.093188584382,OUT046
FDI35,2889.3869050858057,OUT013
NCW42,3358.9867537069435,OUT045
NCX06,2926.340846616715,OUT049
FDC37,3208.315481741239,OUT027
FDZ14,1759.3628553683395,OUT018
DRG49,3880.4720445096314,OUT049
NCG06,3875.837440520004,OUT045
DRC36,2697.4303484146417,OUT045
FDV21,89.20329367236342,OUT019
FDB53,2335.283600362811,OUT046
DRP47,1969.3600466199516,OUT019
FDA14,2346.3123118934705,OUT013
DRC24,2559.4368407748675,OUT035
FDW21,1431.1415252561826,OUT018
NCH29,1574.190141985875,OUT046
FDU58,3038.849954510204,OUT013
FDY27,2888.5866735281934,OUT017
FDV56,1978.6353753250962,OUT035
FDT59,3588.2190445169254,OUT046
FDB23,3557.5198981563976,OUT046
FDR49,760.321798379873,OUT045
FDB03,1879.10029184779,OUT010
FDN39,2601.0081164778526,OUT045
FDX02,4893.539499114107,OUT027
FDQ16,3196.5764802810204,OUT027
FDU35,1349.3325726460891,OUT018
NCT29,1985.4074128544562,OUT013
FDZ27,871.1855531616703,OUT046
FDN57,2352.0259350435467,OUT017
FDA03,2095.9434563670648,OUT018
FDZ36,2892.9101455455643,OUT045
NCU05,1378.534402337672,OUT013
FDT39,2199.463258352246,OUT018
FDK60,1722.7099429732375,OUT017
FDZ25,2809.5987327632415,OUT017
FDG12,1996.264166796809,OUT046
DRB01,1083.335780311957,OUT019
NCC43,5257.5615720883225,OUT027
FDX13,1979.8573545982792,OUT019
FDM22,1099.9470861104883,OUT049
FDJ03,2354.42284128843,OUT027
FDU14,3604.680000547858,OUT018
FDB33,672.5769401362725,OUT010
FDP27,2975.193406761576,OUT046
FDO38,-582.792349641434,OUT010
FDE28,5039.563589210017,OUT027
FDO27,1728.284729851359,OUT035
DRL23,3168.950989414749,OUT027
FDS28,1027.068348708508,OUT046
FDX24,1576.8218839850067,OUT013
FDZ02,1784.0734724042354,OUT035
FDL46,1839.2554744810384,OUT045
FDS60,4250.409336238304,OUT027
