Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1583.2362350936623,OUT049
FDW14,1443.0106516322326,OUT017
NCN55,576.0627282657805,OUT010
FDQ58,2499.103378273784,OUT017
FDY38,5854.934791025565,OUT027
FDH56,1933.7873583429891,OUT046
FDL48,735.0820682885087,OUT018
FDC48,2161.0753474672315,OUT027
FDN33,1528.0196634607655,OUT045
FDA36,3063.1290025153758,OUT017
FDT44,1949.2535263332531,OUT017
FDQ56,1431.0261418944126,OUT045
NCC54,575.7247601406307,OUT019
FDU11,2006.0439668190393,OUT049
DRL59,833.8486133350484,OUT013
FDM24,2488.121330488667,OUT049
FDI57,3128.751968899058,OUT045
DRC12,3058.8617093744583,OUT018
NCM42,2942.638651311027,OUT027
FDA46,506.96504098208055,OUT010
FDA31,2831.449270071977,OUT013
NCJ31,3878.460003801366,OUT035
FDG52,735.9054584409572,OUT046
NCL19,288.8909794135167,OUT019
FDS10,3015.3797903057184,OUT035
FDX22,568.0795807303805,OUT010
NCF19,731.6314461494072,OUT035
NCE06,2564.2873739477523,OUT046
DRC27,3879.4409815674535,OUT046
FDE21,1933.7873583429891,OUT035
NCR42,131.2056373224818,OUT019
FDX51,3060.547150392801,OUT018
NCR06,670.5134751256679,OUT018
FDU31,5859.055877949721,OUT027
FDU59,2580.245702320753,OUT017
FDR03,5859.055877949721,OUT027
FDS49,2023.742098774374,OUT027
FDD48,268.13519288285005,OUT010
NCF18,3063.1290025153758,OUT017
NCD43,2864.943263615354,OUT027
NCD54,2119.539151824063,OUT018
FDY19,268.0187493327994,OUT010
NCY54,2831.449270071977,OUT017
NCL19,2467.032086189452,OUT018
FDP23,572.8467345479141,OUT010
FDC26,1711.6791542839082,OUT013
FDR14,131.2056373224818,OUT010
NCS41,3063.1290025153758,OUT035
FDF41,3890.2943080678397,OUT035
FDU34,2010.7755110145577,OUT046
DRH11,966.6292022636392,OUT046
FDM03,1585.1642238520703,OUT013
FDS31,3022.197308412602,OUT017
FDJ20,2006.0439668190393,OUT017
FDV44,5154.284923604468,OUT027
FDG02,3063.1290025153758,OUT049
FDA09,2957.3689413050247,OUT013
FDT04,716.927610074949,OUT013
FDL58,574.6399345856184,OUT019
FDE52,1487.4940834518884,OUT045
FDW12,2467.032086189452,OUT035
FDL51,3695.5073078715313,OUT017
NCY42,3052.6845755988975,OUT027
FDR07,1528.0196634607655,OUT017
FDN40,2491.07502709219,OUT045
FDB35,2699.8294393928377,OUT027
FDA22,2582.6786727416634,OUT017
NCL06,4049.5531469866837,OUT046
FDI35,3020.5118673942593,OUT013
NCW42,3770.6415723965665,OUT045
NCX06,2963.300661774123,OUT049
FDC37,2894.5910339820584,OUT027
FDZ14,2006.0439668190393,OUT018
DRG49,3862.9485356713913,OUT049
NCG06,4016.835868403319,OUT045
DRC36,2833.13471109032,OUT045
FDV21,281.3817639932224,OUT019
FDB53,2477.971933918586,OUT046
DRP47,573.9257221842101,OUT019
FDA14,2472.3707329056256,OUT013
DRC24,2491.07502709219,OUT035
FDW21,1561.4924061248641,OUT018
NCH29,1528.0196634607655,OUT046
FDU58,3064.814443533719,OUT013
FDY27,2859.2859553276435,OUT017
FDV56,1590.439191195416,OUT035
FDT59,3818.075946124685,OUT046
FDB23,3800.7087329654837,OUT046
FDR49,734.2011870075962,OUT045
FDB03,575.7247601406307,OUT010
FDN39,2582.6786727416634,OUT045
FDX02,5854.934791025565,OUT027
FDQ16,2894.5910339820584,OUT027
FDU35,1538.7776070715381,OUT018
NCT29,2006.0439668190393,OUT013
FDZ27,735.9054584409572,OUT046
FDN57,2032.502468187477,OUT017
FDA03,2477.971933918586,OUT018
FDZ36,3064.814443533719,OUT045
NCU05,1477.8995643286516,OUT013
FDT39,2485.4598822706635,OUT018
FDK60,1528.0196634607655,OUT017
FDZ25,2716.3057188413104,OUT017
FDG12,2006.0439668190393,OUT046
DRB01,501.72102880490405,OUT019
NCC43,5854.934791025565,OUT027
FDX13,572.8467345479141,OUT019
FDM22,846.5319142136647,OUT049
FDJ03,1033.0830796138318,OUT027
FDU14,3772.11292713812,OUT018
FDB33,378.6350207098344,OUT010
FDP27,3063.1290025153758,OUT046
FDO38,161.58544307608153,OUT010
FDE28,5854.934791025565,OUT027
FDO27,1525.778260764131,OUT035
DRL23,2894.5910339820584,OUT027
FDS28,963.2240737121658,OUT046
FDX24,1543.0243507442854,OUT013
FDZ02,1528.0196634607655,OUT035
FDL46,1933.7873583429891,OUT045
FDS60,4773.7899847327635,OUT027
NCO06,663.0754817725817,OUT017
FDO16,1422.875959758906,OUT035
FDC60,1444.6043372623417,OUT049
FDA48,3515.0729212545184,OUT018
FDZ36,5143.459567587824,OUT027
FDK27,2006.0439668190393,OUT045
FDW23,668.938513347942,OUT018
FDM14,1673.529583351826,OUT018
FDM14,1585.1642238520703,OUT013
FDW60,2856.7041032050683,OUT018
FDE21,1933.7873583429891,OUT013
NCM42,1592.7157666771975,OUT035
FDY59,226.85648119424044,OUT010
DRI49,1348.6079809985024,OUT049
FDT28,363.53325766487,OUT019
FDQ22,670.5134751256679,OUT018
FDR60,1280.8563521324454,OUT049
FDC50,232.70170588194947,OUT019
FDV24,2488.121330488667,OUT013
DRF48,488.88099896663283,OUT010
FDQ47,669.0878807073693,OUT046
DRN36,1528.0196634607655,OUT049
NCY06,2016.4437496164112,OUT035
FDE52,1485.1359549028475,OUT035
NCB54,2016.4437496164112,OUT045
NCF31,2491.07502709219,OUT035
FDJ08,5150.16383668031,OUT027
NCC07,1583.2362350936623,OUT017
NCD19,1235.890349317799,OUT027
FDL46,1956.4114103152115,OUT049
FDM20,3913.8965511591828,OUT045
NCI06,448.9492764708064,OUT010
DRM11,4062.095442113707,OUT035
NCH07,2542.800976436381,OUT018
